SourceCSV,ControlSet,CacheEntryPosition,Path,NormalizedTimestamp,Executed,Duplicate,SourceFile,RecordNumber,EventRecordId,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,Keywords,ExtraDataOffset,Payload,Note,SourceFilename,SourceCreated,SourceModified,SourceAccessed,ExecutableName,Hash,Size,Version,RunCount,PreviousRun0,PreviousRun1,PreviousRun2,PreviousRun3,PreviousRun4,PreviousRun5,PreviousRun6,Volume0Name,Volume0Serial,Volume0Created,Volume1Name,Volume1Serial,Volume1Created,Directories,FilesLoaded,ParsingError
appcompat.csv,2.0,14.0,C:\Windows\system32\mstsc.exe,2010-11-21 03:23:56+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,53.0,C:\Windows\system32\sppsvc.exe,2010-11-21 03:23:56+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,14.0,C:\Windows\system32\mstsc.exe,2010-11-21 03:23:56+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,5.0,C:\Windows\System32\zipfldr.dll,2010-11-21 03:24:01+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,5.0,C:\Windows\System32\zipfldr.dll,2010-11-21 03:24:01+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,24.0,C:\Windows\SysWOW64\ntshrui.dll,2010-11-21 03:24:01+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,24.0,C:\Windows\SysWOW64\ntshrui.dll,2010-11-21 03:24:01+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,44.0,C:\Windows\System32\networkexplorer.dll,2010-11-21 03:24:02+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,44.0,C:\Windows\System32\networkexplorer.dll,2010-11-21 03:24:02+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,96.0,C:\Windows\servicing\TrustedInstaller.exe,2010-11-21 03:24:03+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,96.0,C:\Windows\servicing\TrustedInstaller.exe,2010-11-21 03:24:03+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,31.0,C:\Windows\SysWOW64\shdocvw.dll,2010-11-21 03:24:07+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,31.0,C:\Windows\SysWOW64\shdocvw.dll,2010-11-21 03:24:07+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,54.0,C:\Windows\system32\taskhost.exe,2010-11-21 03:24:08+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,33.0,C:\Windows\system32\consent.exe,2010-11-21 03:24:08+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
